date,I_raw,I_corr,E_hm3,reserva,n_valid,ref_ceh,dam
2012-08-01,-0.2187472000000005,-0.05257048806991783,0.16617671193008268,18.303870967741933,31,5039,QUIEBRAJANO
2012-09-01,-0.04438560000000031,0.06495915417220106,0.10934475417220138,17.52266666666667,30,5039,QUIEBRAJANO
2012-10-01,0.016726399999999985,0.07978315376340461,0.06305675376340462,16.911870967741937,31,5039,QUIEBRAJANO
2012-11-01,3.5331056000000003,3.569462402122911,0.03635680212291087,18.444333333333336,30,5039,QUIEBRAJANO
2012-12-01,1.3154656,1.3415090755548622,0.02604347555486229,19.547677419354837,31,5039,QUIEBRAJANO
2013-01-01,8.0903888,8.11856374393396,0.028174943933960264,22.052129032258065,31,5039,QUIEBRAJANO
2013-02-01,6.983240000000004,7.031065797357691,0.04782579735768789,28.44492857142857,28,5039,QUIEBRAJANO
2013-03-01,27.841172800000002,27.925459846561,0.08428704656099917,28.792870967741933,31,5039,QUIEBRAJANO
2013-04-01,12.9638944,13.068904652888632,0.10501025288863299,30.708966666666665,30,5039,QUIEBRAJANO
2013-05-01,2.3302591999999995,2.488178346474036,0.15791914647403674,30.576193548387096,31,5039,QUIEBRAJANO
2013-06-01,0.7661600000000012,0.9773731248395997,0.2112131248395986,30.967633333333332,30,5039,QUIEBRAJANO
2013-07-01,0.0021056000000008387,0.254897159759483,0.2527915597594822,30.281903225806452,31,5039,QUIEBRAJANO
2013-08-01,-0.1335200000000013,0.09397898329757537,0.22749898329757667,29.31935483870968,31,5039,QUIEBRAJANO
2013-09-01,-0.1014800000000011,0.04927320915712321,0.1507532091571243,28.36596666666667,30,5039,QUIEBRAJANO
2013-10-01,-0.05105599999999848,0.03616196005655248,0.08721796005655096,27.51077419354839,31,5039,QUIEBRAJANO
2013-11-01,-0.027766399999998678,0.018747524855941618,0.046513924855940296,26.677500000000002,30,5039,QUIEBRAJANO
2013-12-01,0.19242719999999813,0.2237325764320538,0.031305376432055707,25.761774193548387,31,5039,QUIEBRAJANO
2014-01-01,1.0852288000000017,1.1161749292649787,0.030946129264977112,25.319451612903226,31,5039,QUIEBRAJANO
2014-02-01,7.194406399999998,7.24128288357637,0.046876483576371676,27.609892857142857,28,5039,QUIEBRAJANO
